API 10/UWI,OFS Region,State/Province,County/Parish,District,Land/Offshore,Contractor Name,Rig Name/Number,Draw Works,Rated HP,Power Type,Mobility,Operator Name,Lease Name,Well Number,Spud Date,Rig Latitude (WGS84),Rig Longitude (WGS84),Permit Number,Permit Approval Date,Permit Posted Date,Permit Depth,Permit Type,Well Type,Drill Type,Field,Formation,Formation Depth,Section,Township,Range,Block,Survey,Abstract,H2S Area,Contractor Contact,Contractor phone,Contractor Email,Contractor Address,Contractor City,Contractor State,Contractor Zip,Contractor Website,Operator Contact,Operator Phone,Operator Address,Operator City,Operator State,Operator Zip,Temporary Location,Directions to Location,Rig ID
3001544489,PERMIAN BASIN,New Mexico,EDDY (NM),SE,land,"Helmerich & Payne, Inc.",H&P 396,Varco ADS-20SD,1500,AC,,CIMAREX ENERGY CO.,FREEDOM 36 STATE SWD,001,4/25/2018,32.1696719,-104.2531485,TEMP884830824,10/19/2017,,14250,NewDrill,SALTWATER INJECTION,V,SWD,DEVONIAN-SILURIAN,0,36,24.0S,26.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,AMITHY CRAWFORD,9182951658,202 S. CHEYENNE AVE. SUITE 1000,TULSA,OK,74103,N,"1. Head north on N Canal St toward W Stevens St (Distance: 305.1 feet, Est. Time: 0:00:12); 2. Turn left onto W Stevens St (Distance: 219.8 feet, Est. Time: 0:00:21); 3. Turn left at the 1st cross street toward W Mermod St (Distance: 429.8 feet, Est. Time: 0:01:08); 4. Turn left at the 1st cross street onto W Mermod St (Distance: 180.4 feet, Est. Time: 0:00:20); 5. Turn right at the 1st cross street onto S Canal St/US Hwy 285 SContinue to follow US Hwy 285 SPass by O'Reilly Auto Parts (on the right) (Distance: 2.2 miles, Est. Time: 0:05:56); 6. Continue straight onto US-180 W/US-62 WPass by Pizza Inn (on the right) (Distance: 14.3 miles, Est. Time: 0:14:59); 7. Turn left onto Means Rd (Distance: 1.9 miles, Est. Time: 0:04:14); 8. Turn left onto Creosote Rd (Distance: 193.6 feet, Est. Time: 0:00:18); 9. Turn right onto Means Rd (Distance: 3.1 miles, Est. Time: 0:10:13); 10. Slight left onto Prickly Pear Rd (Distance: 1.1 miles, Est. Time: 0:03:30); 11. Slight left (Distance: 2.8 miles, Est. Time: 0:09:57); 12. Continue straight (Distance: 111.5 feet, Est. Time: 0:00:06); 13. Turn right (Distance: 0.8 miles, Est. Time: 0:03:18); 14. Turn leftDestination will be on the left (Distance: 0.4 miles, Est. Time: 0:01:43); Total Distance: 26.8 miles, Total Est. Time: 0:56:15; Rig is located 187.2 feet to the N.",531
3002542863,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,"Helmerich & Payne, Inc.",H&P 462,Varco ADS-20SD,1500,AC,,"EOG RESOURCES, INC",STREETCAR 15 FEDERAL,006H,5/25/2018,32.1253659,-103.5614416,TEMP2063852660,10/7/2015,,14238,NewDrill,OIL,H,RED HILLS,BONE SPRING,0,15,25.0S,33.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,STAN WAGNER,,PO BOX 2267 ,MIDLAND,TX,79702,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn left onto US-180 E/US-62 E (Distance: 5.0 miles, Est. Time: 0:04:41); 6. Turn right onto NM-8 S (Distance: 15.7 miles, Est. Time: 0:16:36); 7. Turn right onto NM-176 W (Distance: 2.0 miles, Est. Time: 0:02:18); 8. Turn left onto Weaver Rd (Distance: 5.0 miles, Est. Time: 0:05:57); 9. Turn right onto Delaware Basin Rd (Distance: 24.6 miles, Est. Time: 0:26:35); 10. Turn right onto NM-128 W (Distance: 3.3 miles, Est. Time: 0:03:24); 11. Turn left onto Diamond Rd/J-2 (Distance: 2.5 miles, Est. Time: 0:05:19); 12. Slight left onto Co Rd 2 (Distance: 1056.4 feet, Est. Time: 0:01:11); 13. Slight right at Vaca Ln (Distance: 1.8 miles, Est. Time: 0:06:26); 14. Slight left (Distance: 1.5 miles, Est. Time: 0:05:50); Total Distance: 78.9 miles, Total Est. Time: 1:38:08; Rig is located 1.1 miles to the SW.",584
3002544525,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,"Helmerich & Payne, Inc.",H&P 422,H&P Flexhoist,1500,AC,,"TAP ROCK OPERATING, LLC",ZEUS 24S33E0909 STATE,228H,5/31/2018,32.2272929,-103.5693336,TEMP1999831674,2/27/2018,,18500,NewDrill,OIL,H,WC-025 G-09 S243310P,UPPER WOLFCAMP,0,9,24S,33.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,CLAYTON SPORICH,,602 PARK POINT DRIVE SUITE 200,GOLDEN,CO,80401,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn left onto US-180 E/US-62 E (Distance: 5.0 miles, Est. Time: 0:04:41); 6. Turn right onto NM-8 S (Distance: 15.7 miles, Est. Time: 0:16:36); 7. Turn right onto NM-176 W (Distance: 2.0 miles, Est. Time: 0:02:18); 8. Turn left onto Weaver Rd (Distance: 5.0 miles, Est. Time: 0:05:57); 9. Turn right onto Delaware Basin Rd (Distance: 24.6 miles, Est. Time: 0:26:35); 10. Turn right onto NM-128 W (Distance: 3.3 miles, Est. Time: 0:03:24); 11. Turn right onto Brininstool Rd/County Rd 2-A (Distance: 1.2 miles, Est. Time: 0:02:23); Total Distance: 74.1 miles, Total Est. Time: 1:21:45; Rig is located 650.7 feet to the W.",542
3002544675,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,"Helmerich & Payne, Inc.",H&P 424,H&P Flexhoist,1500,AC,,"EOG RESOURCES, INC",CONDOR 32 STATE,710H,5/4/2018,32.0919853,-103.492875,TEMP993998575,4/13/2018,,17452,NewDrill,OIL,H,BOBCAT DRAW,UPPER WOLFCAMP,0,32,25S,34.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,STAN WAGNER,,PO BOX 2267 ,MIDLAND,TX,79702,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn left onto US-180 E/US-62 E (Distance: 5.0 miles, Est. Time: 0:04:41); 6. Turn right onto NM-8 S (Distance: 15.7 miles, Est. Time: 0:16:36); 7. Turn right onto NM-176 W (Distance: 2.0 miles, Est. Time: 0:02:18); 8. Turn left onto Weaver Rd (Distance: 5.0 miles, Est. Time: 0:05:57); 9. Turn right onto Delaware Basin Rd (Distance: 24.6 miles, Est. Time: 0:26:35); 10. Turn left onto NM-128 E (Distance: 6.5 miles, Est. Time: 0:06:26); 11. Turn right onto Battle Axe Rd (Distance: 0.3 miles, Est. Time: 0:00:55); 12. Turn right to stay on Battle Axe Rd (Distance: 2.6 miles, Est. Time: 0:04:26); 13. Turn right to stay on Battle Axe Rd (Distance: 6.6 miles, Est. Time: 0:10:42); Total Distance: 85.7 miles, Total Est. Time: 1:38:27; Rig is located 0.3 miles to the SE.",544
3001544628,PERMIAN BASIN,New Mexico,EDDY (NM),SE,land,"Helmerich & Payne, Inc.",H&P 441,H&P Flexhoist 4S,1500,AC,,MARATHON OIL PERMIAN LLC,GRAVEL GRINDER FEE 23 28 18 WA,005H,5/31/2018,32.2988919,-104.1304356,TEMP499856288,1/17/2018,,14100,NewDrill,GAS,H,PURPLE SAGE,WOLFCAMP,0,18,23.0S,28.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,MELISSA SZUDERA,7132962500,5555 SAN FELIPE ST. ,HOUSTON,TX,77056,N,"1. Head north on N Canal St toward W Stevens St (Distance: 305.1 feet, Est. Time: 0:00:12); 2. Turn left onto W Stevens St (Distance: 219.8 feet, Est. Time: 0:00:21); 3. Turn left at the 1st cross street toward W Mermod St (Distance: 429.8 feet, Est. Time: 0:01:08); 4. Turn left at the 1st cross street onto W Mermod St (Distance: 180.4 feet, Est. Time: 0:00:20); 5. Turn right at the 1st cross street onto S Canal St/US Hwy 285 SContinue to follow US Hwy 285 SPass by O'Reilly Auto Parts (on the right) (Distance: 2.2 miles, Est. Time: 0:05:56); 6. Slight left to stay on US Hwy 285 S (Distance: 9.3 miles, Est. Time: 0:10:02); 7. Turn right onto W London Rd (Distance: 1.7 miles, Est. Time: 0:02:50); 8. Turn right onto S Roberson Rd (Distance: 82.0 feet, Est. Time: 0:00:12); 9. Turn rightDestination will be on the left (Distance: 1318.9 feet, Est. Time: 0:00:45); Total Distance: 13.6 miles, Total Est. Time: 0:21:46; Rig is located 381.6 feet to the N.",561
3002544558,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,"Helmerich & Payne, Inc.",H&P 465,Varco ADS-20SD,1500,AC,Skid,"EOG RESOURCES, INC",FOX 30 STATE COM,706H,5/10/2018,32.1001284,-103.5036306,TEMP1894596693,3/2/2018,,20071,NewDrill,OIL,H,BOBCAT DRAW,UPPER WOLFCAMP,0,30,25S,34.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,STAN WAGNER,,PO BOX 2267 ,MIDLAND,TX,79702,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn left onto US-180 E/US-62 E (Distance: 5.0 miles, Est. Time: 0:04:41); 6. Turn right onto NM-8 S (Distance: 15.7 miles, Est. Time: 0:16:36); 7. Turn right onto NM-176 W (Distance: 2.0 miles, Est. Time: 0:02:18); 8. Turn left onto Weaver Rd (Distance: 5.0 miles, Est. Time: 0:05:57); 9. Turn right onto Delaware Basin Rd (Distance: 24.6 miles, Est. Time: 0:26:35); 10. Turn left onto NM-128 E (Distance: 6.5 miles, Est. Time: 0:06:26); 11. Turn right onto Battle Axe Rd (Distance: 0.3 miles, Est. Time: 0:00:55); 12. Turn right to stay on Battle Axe Rd (Distance: 2.6 miles, Est. Time: 0:04:26); 13. Turn right to stay on Battle Axe Rd (Distance: 6.8 miles, Est. Time: 0:11:18); Total Distance: 86.0 miles, Total Est. Time: 1:39:03; Rig is located 0.9 miles to the NW.",587
3001544850,PERMIAN BASIN,New Mexico,EDDY (NM),SE,land,"Helmerich & Payne, Inc.",H&P 423,H&P Flexhoist,1500,AC,,MARATHON OIL PERMIAN LLC,MARINER FEE 23 28 19 TB,002H,5/21/2018,32.299971,-104.1238475,TEMP1319888766,3/30/2018,,14263,NewDrill,OIL,H,CULEBRA BLUFF,BONE SPRING,0,18,23S,28.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,MELISSA SZUDERA,7132962500,5555 SAN FELIPE ST. ,HOUSTON,TX,77056,N,"1. Head north on N Canal St toward W Stevens St (Distance: 305.1 feet, Est. Time: 0:00:12); 2. Turn left onto W Stevens St (Distance: 219.8 feet, Est. Time: 0:00:21); 3. Turn left at the 1st cross street toward W Mermod St (Distance: 429.8 feet, Est. Time: 0:01:08); 4. Turn left at the 1st cross street onto W Mermod St (Distance: 180.4 feet, Est. Time: 0:00:20); 5. Turn right at the 1st cross street onto S Canal St/US Hwy 285 SContinue to follow US Hwy 285 SPass by O'Reilly Auto Parts (on the right) (Distance: 2.2 miles, Est. Time: 0:05:56); 6. Slight left to stay on US Hwy 285 S (Distance: 9.3 miles, Est. Time: 0:10:02); 7. Turn right onto W London Rd (Distance: 1.7 miles, Est. Time: 0:02:50); 8. Turn right onto S Roberson Rd (Distance: 82.0 feet, Est. Time: 0:00:12); 9. Turn right (Distance: 0.6 miles, Est. Time: 0:01:40); Total Distance: 14.0 miles, Total Est. Time: 0:22:41; Rig is located 1022.6 feet to the N.",592
3002543875,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,"Helmerich & Payne, Inc.",H&P 473,H&P Flexhoist,1500,AC,,"EOG RESOURCES, INC",CABALLO 23 FED COM,701H,5/10/2018,32.1102509,-103.5507111,TEMP1645226211,6/9/2017,,22489,NewDrill,OIL,H,BOBCAT DRAW,UPPER WOLFCAMP,0,23,25.0S,33.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,STAN WAGNER,,PO BOX 2267 ,MIDLAND,TX,79702,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn left onto US-180 E/US-62 E (Distance: 5.0 miles, Est. Time: 0:04:41); 6. Turn right onto NM-8 S (Distance: 15.7 miles, Est. Time: 0:16:36); 7. Turn right onto NM-176 W (Distance: 2.0 miles, Est. Time: 0:02:18); 8. Turn left onto Weaver Rd (Distance: 5.0 miles, Est. Time: 0:05:57); 9. Turn right onto Delaware Basin Rd (Distance: 24.6 miles, Est. Time: 0:26:35); 10. Turn left onto NM-128 E (Distance: 6.5 miles, Est. Time: 0:06:26); 11. Turn right onto Battle Axe Rd (Distance: 0.3 miles, Est. Time: 0:00:55); 12. Turn right to stay on Battle Axe Rd (Distance: 2.6 miles, Est. Time: 0:04:26); 13. Turn right to stay on Battle Axe Rd (Distance: 7.5 miles, Est. Time: 0:12:36); 14. Turn right (Distance: 4.5 miles, Est. Time: 0:14:43); Total Distance: 91.2 miles, Total Est. Time: 1:55:04; Rig is located 768.2 feet to the W.",594
3001544416,PERMIAN BASIN,New Mexico,EDDY (NM),SE,land,Latshaw Drilling & Exploration Company,Latshaw 21,Oilwell E-2000,2000,SCR,Skid,"NGL WATER SOLUTIONS PERMIAN, LLC",STRIKER 2 SWD,001,4/29/2018,32.2072249,-103.7557428,TEMP1205497602,9/6/2017,,17850,NewDrill,SALTWATER INJECTION,V,SWD,DEVONIAN,0,23,24.0S,31.0E,,,,,Joey Stockton,918-355-4380,jstockton@latshawdrilling.com,4500 South 129 East Avenue,Tulsa,OK,74134,http://www.latshawdrilling.com,CHRISTOPHER WEYAND,9703565560,"1509 W WALL ST, STE 306 ",MIDLAND,TX,79701,N,"1. Head north on N Canal St toward W Stevens St (Distance: 305.1 feet, Est. Time: 0:00:12); 2. Turn right onto W Stevens St (Distance: 777.6 feet, Est. Time: 0:01:28); 3. Turn right onto N Main St (Distance: 856.3 feet, Est. Time: 0:00:32); 4. Continue straight onto S Main St (Distance: 400.3 feet, Est. Time: 0:00:20); 5. Turn left onto E Greene St (Distance: 2.0 miles, Est. Time: 0:02:46); 6. Turn right onto Refinery Rd (Distance: 12.5 miles, Est. Time: 0:16:21); 7. Turn left onto NM-31 (Distance: 2.4 miles, Est. Time: 0:03:06); 8. Turn right onto NM-128 E (Distance: 12.8 miles, Est. Time: 0:12:56); 9. Turn right onto Twin Wells Rd (Distance: 0.5 miles, Est. Time: 0:01:03); 10. Continue straight to stay on Twin Wells Rd (Distance: 5.1 miles, Est. Time: 0:07:33); 11. Continue straight (Distance: 0.7 miles, Est. Time: 0:03:00); 12. Turn right (Distance: 2.7 miles, Est. Time: 0:09:57); 13. Turn left onto Buck Jackson Rd (Distance: 2.4 miles, Est. Time: 0:06:34); 14. Turn right (Distance: 1056.4 feet, Est. Time: 0:00:43); Total Distance: 41.9 miles, Total Est. Time: 1:06:31; Rig is located 1134.0 feet to the NE.",626
3002543825,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,Latshaw Drilling & Exploration Company,Latshaw 17,National 1320-UE,2000,SCR,,"CHISHOLM ENERGY OPERATING, LLC",GRAMA RIDGE EAST 34 STATE 3BS,002H,5/11/2018,32.4418381,-103.4635825,TEMP1706315263,5/23/2017,,16155,NewDrill,OIL,H,GRAMA RIDGE,BONE SPRING,0,34,21.0S,34.0E,,,,,Joey Stockton,918-355-4380,jstockton@latshawdrilling.com,4500 South 129 East Avenue,Tulsa,OK,74134,http://www.latshawdrilling.com,BETTIE WATSON,,801 CHERRY ST. SUITE 1200 - UNIT 20,FORT WORTH,TX,76102,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn right onto US-180 W/US-62 W (Distance: 10.7 miles, Est. Time: 0:09:29); 6. Turn left onto County Rd 27-A (Distance: 7.9 miles, Est. Time: 0:09:44); 7. Turn left onto NM-176 E (Distance: 4.3 miles, Est. Time: 0:04:39); 8. Turn right onto Delaware Basin Rd (Distance: 1.8 miles, Est. Time: 0:07:18); 9. Turn left to stay on Delaware Basin Rd (Distance: 1200.8 feet, Est. Time: 0:02:05); 10. Slight right (Distance: 1.1 miles, Est. Time: 0:04:18); 11. Turn left (Distance: 1.4 miles, Est. Time: 0:04:42); Total Distance: 44.7 miles, Total Est. Time: 1:02:06; Rig is located 696.4 feet to the SW.",651
3001544647,PERMIAN BASIN,New Mexico,EDDY (NM),SE,land,Latshaw Drilling & Exploration Company,Latshaw 7,Continental EMSCO C-1 Type II,1500,SCR,Walking,"CHISHOLM ENERGY OPERATING, LLC",DARK CANYON 15 22 STATE COM 3BS,004H,5/7/2018,32.3112213,-104.2873479,TEMP324032878,1/29/2018,,15793,NewDrill,OIL,H,YARROW,"BONE SPRING, SOUTH (GAS)",0,15,23.0S,26.0E,,,,,Joey Stockton,918-355-4380,jstockton@latshawdrilling.com,4500 South 129 East Avenue,Tulsa,OK,74134,http://www.latshawdrilling.com,BETTIE WATSON,,801 CHERRY ST. SUITE 1200 - UNIT 20,FORT WORTH,TX,76102,N,"1. Head north on N Canal St toward W Stevens St (Distance: 305.1 feet, Est. Time: 0:00:12); 2. Turn left onto W Stevens St (Distance: 219.8 feet, Est. Time: 0:00:21); 3. Turn left at the 1st cross street toward W Mermod St (Distance: 429.8 feet, Est. Time: 0:01:08); 4. Turn left at the 1st cross street onto W Mermod St (Distance: 180.4 feet, Est. Time: 0:00:20); 5. Turn right at the 1st cross street onto S Canal St/US Hwy 285 SContinue to follow US Hwy 285 SPass by O'Reilly Auto Parts (on the right) (Distance: 2.2 miles, Est. Time: 0:05:56); 6. Continue straight onto US-180 W/US-62 WPass by Pizza Inn (on the right) (Distance: 5.4 miles, Est. Time: 0:07:09); 7. Turn right onto Gillock Rd (Distance: 1.0 miles, Est. Time: 0:03:27); 8. Turn left (Distance: 846.5 feet, Est. Time: 0:00:51); 9. Turn right (Distance: 0.5 miles, Est. Time: 0:02:17); Total Distance: 9.5 miles, Total Est. Time: 0:21:41; Rig is located 0.6 miles to the S.",658
3001543979,PERMIAN BASIN,New Mexico,EDDY (NM),SE,land,Latshaw Drilling & Exploration Company,Latshaw 8,National 1320-UE,2000,SCR,,"SOLARIS WATER MIDSTREAM, LLC",LOBO 285 STATE SWD,001,2/19/2018,32.1217608,-104.0707619,TEMP1101340192,12/13/2016,,15550,NewDrill,SALTWATER INJECTION,V,SWD,SILURIAN-ORDOVICIAN,0,22,25.0S,28.0E,,,,,Joey Stockton,918-355-4380,jstockton@latshawdrilling.com,4500 South 129 East Avenue,Tulsa,OK,74134,http://www.latshawdrilling.com,BRIAN WOOD,4322039024,9811 KATY FREEWAY SUITE 900,HOUSTON,TX,77024,N,"1. Head north on N Canal St toward W Stevens St (Distance: 305.1 feet, Est. Time: 0:00:12); 2. Turn left onto W Stevens St (Distance: 219.8 feet, Est. Time: 0:00:21); 3. Turn left at the 1st cross street toward W Mermod St (Distance: 429.8 feet, Est. Time: 0:01:08); 4. Turn left at the 1st cross street onto W Mermod St (Distance: 180.4 feet, Est. Time: 0:00:20); 5. Turn right at the 1st cross street onto S Canal St/US Hwy 285 SContinue to follow US Hwy 285 SPass by O'Reilly Auto Parts (on the right) (Distance: 2.2 miles, Est. Time: 0:05:56); 6. Slight left to stay on US Hwy 285 S (Distance: 22.2 miles, Est. Time: 0:26:07); Total Distance: 24.6 miles, Total Est. Time: 0:34:04; Rig is located 1222.1 feet to the E.",659
3002544735,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,McVay Drilling Company,McVay 4,National 610,1200,MECH,,"LEGACY RESERVES OPERATING, LP",LEA UNIT,064H,6/2/2018,32.5569749,-103.4967041,TEMP243057103,5/9/2018,,9800,NewDrill,OIL,H,LEA,BONE SPRING,0,19,20S,35.0E,,,,,Michael McVay,675-397-3311,michael.mcvay@mcvaydrilling.com,401 E. Bender,Hobbs,NM,88241,http://www.cal-ray.com,BLAYNE HOUSH,4322216370,P. O. BOX 10848 ,MIDLAND,TX,79702,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn right onto US-180 W/US-62 W (Distance: 10.7 miles, Est. Time: 0:09:29); 6. Turn left onto County Rd 27-A (Distance: 5.6 miles, Est. Time: 0:06:42); 7. Turn leftDestination will be on the left (Distance: 1.5 miles, Est. Time: 0:04:35); Total Distance: 35.0 miles, Total Est. Time: 0:40:37; Rig is located 378.2 feet to the N.",696
3002544569,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,"Helmerich & Payne, Inc.",H&P 389,Varco ADS-20SD,1500,AC,,"ROSEHILL OPERATING COMPANY, LLC",TATANKA FEDERAL,001H,5/27/2018,32.0511639,-103.3443546,TEMP1973147653,3/8/2018,,17125,NewDrill,OIL,H,WC-025 G-09 S263504N,WOLFCAMP,0,11,26S,35.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,LARA THOMPSON,2816753426,"16200 PARK ROW, STE 300 ",HOUSTON,TX,77084,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight onto NM-18 S/Main StContinue to follow NM-18 SPass by Wells Fargo Bank (on the left) (Distance: 19.3 miles, Est. Time: 0:22:29); 3. Continue straight onto N Turner St (Distance: 967.8 feet, Est. Time: 0:00:38); 4. Turn right onto N Grimes St (Distance: 2.1 miles, Est. Time: 0:04:36); 5. Continue straight onto S Grimes St (Distance: 1.8 miles, Est. Time: 0:02:25); 6. Turn left onto S Bypass (Distance: 1.0 miles, Est. Time: 0:01:29); 7. Turn right onto NM-18 S (Distance: 40.2 miles, Est. Time: 0:38:31); 8. Turn right onto Whitworth Dr (Distance: 0.4 miles, Est. Time: 0:01:23); 9. Turn left onto NM-205 S/S 3rd StContinue to follow NM-205 S (Distance: 2.9 miles, Est. Time: 0:03:57); 10. Continue onto Frying Pan Rd (Distance: 4.4 miles, Est. Time: 0:05:26); 11. Turn right onto Beckham Rd (Distance: 2.3 miles, Est. Time: 0:06:49); 12. Continue straight (Distance: 918.6 feet, Est. Time: 0:00:55); 13. Turn left (Distance: 419.9 feet, Est. Time: 0:00:29); 14. Slight right (Distance: 1.4 miles, Est. Time: 0:04:28); 15. Turn right (Distance: 2.4 miles, Est. Time: 0:07:15); 16. Turn left (Distance: 0.6 miles, Est. Time: 0:01:44); Total Distance: 79.2 miles, Total Est. Time: 1:42:35; Rig is located 977.2 feet to the N.",524
3002543877,PERMIAN BASIN,New Mexico,LEA (NM),SE,land,"Helmerich & Payne, Inc.",H&P 379,H&P Flexhoist,1500,AC,,"EOG RESOURCES, INC",CABALLO 23 FED,703H,5/19/2018,32.1097946,-103.5465744,TEMP1335377464,6/9/2017,,22480,NewDrill,OIL,H,BOBCAT DRAW,UPPER WOLFCAMP,0,23,25.0S,33.0E,,,,,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,STAN WAGNER,,PO BOX 2267 ,MIDLAND,TX,79702,N,"1. Head south on Main St toward E Ave D (Distance: 19.7 feet, Est. Time: 0:00:01); 2. Continue straight to stay on Main StPass by Wells Fargo Bank (on the left) (Distance: 1.0 miles, Est. Time: 0:02:26); 3. Turn right onto NM-483/W Ave R (Distance: 1033.5 feet, Est. Time: 0:00:40); 4. Turn left onto NM-483 (Distance: 16.0 miles, Est. Time: 0:16:44); 5. Turn left onto US-180 E/US-62 E (Distance: 5.0 miles, Est. Time: 0:04:41); 6. Turn right onto NM-8 S (Distance: 15.7 miles, Est. Time: 0:16:36); 7. Turn right onto NM-176 W (Distance: 2.0 miles, Est. Time: 0:02:18); 8. Turn left onto Weaver Rd (Distance: 5.0 miles, Est. Time: 0:05:57); 9. Turn right onto Delaware Basin Rd (Distance: 24.6 miles, Est. Time: 0:26:35); 10. Turn left onto NM-128 E (Distance: 6.5 miles, Est. Time: 0:06:26); 11. Turn right onto Battle Axe Rd (Distance: 0.3 miles, Est. Time: 0:00:55); 12. Turn right to stay on Battle Axe Rd (Distance: 2.6 miles, Est. Time: 0:04:26); 13. Turn right to stay on Battle Axe Rd (Distance: 7.5 miles, Est. Time: 0:12:36); 14. Turn right (Distance: 4.5 miles, Est. Time: 0:14:41); Total Distance: 91.2 miles, Total Est. Time: 1:55:02; Rig is located 1306.7 feet to the E.",514
